Title,Description,Link
Pirates Of The Caribbean: Salazar's Revenge ft. Joachim Ronning & Espen Sandberg,"Ahoy there mateys! Climb aboard the good ship Empire Podcast for another swashbucklin' Spoiler Special, this time focusing on the fifth movie in the Pirates Of The Caribbean franchise, Salazar's Revenge. Or Dead Men Tell No Tales, depending on where you live. But we warned: these seas be treacherous and filled with spoilers, as Chris Hewitt chats to the film's directors, Joachim Ronning and Espen Sandberg...

More from the Empire Podcast: http://www.empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/pirates_of_the_caribbean_5_spoil_e3f74007-3074-4399-9ec2-29a38c952855_normal.mp3
Alien: Covenant Spoiler Special with Sir Ridley Scott,"We hug your face and impregnate your brain with spoilerific Alien: Covenant chat, ably aided by a half-hour interview with Sir Ridders. 

More from the Empire Podcast: www.www.empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/alien_covenant_spoiler_special_w_062ddc19-374a-45a2-85c0-0896628e72c9_normal.mp3
Guardians Of The Galaxy Vol. 2 Spoiler Special with James Gunn,"Director James Gunn drops by the pod booth to talk Guardians 2 in spoilerific detail, and three of Empire's biggest A-holes discuss the film. SPOILERS, OBVIOUSLY!

More from the Empire Podcast: http://empireonline.com/podcast",https://bauernordic-pods.sharp-stream.com/gb/1206/guardians_of_the_galaxy_vol_2_sp_d1e87b1f-2c5e-4da9-ad79-36054b283bf0_normal.mp3
Kong: Skull Island Spoiler Special with Jordan Vogt-Roberts,"A spoilerific chat with the director of the newest monster movie in town. Plus, we discuss the film in forensic detail. SPOILERS FROM THE START!

More from the Empire Podcast: http://www.empireonline.com/tags/empire-podcast/",https://bauernordic-pods.sharp-stream.com/gb/1206/kong_skull_island_spoiler_specia_01d8f659-0dd0-43f6-8974-2ff04e4c2cc0_normal.mp3
Logan Spoiler Special with James Mangold,"A bumper two-hour spoilerific look at Wolverine's last stand, including an in-depth hour-long interview with director James Mangold. Spoilers for Logan from the start, obviously.

More from the Empire Podcast: http://www.empireonline.com/tags/empire-podcast/",https://bauernordic-pods.sharp-stream.com/gb/1206/logan_spoiler_special_with_james_7f98531d-1e03-4b9b-aeb3-8e281d415e33_normal.mp3
John Wick Chapter 2 Spoiler Special with Keanu Reeves & Chad Stahelski,"The star and director of John Wick 2 dish the dirt on cinema’s best-dressed assassin. Plus, we attempt to discern how much a gold coin is worth. SPOILERS FOR JOHN WICK 2 FROM THE START!

More from the Empire Podcast: http://www.empireonline.com/tags/empire-podcast/",https://bauernordic-pods.sharp-stream.com/gb/1206/john_wick_chapter_2_spoiler_spec_50872cfc-06c6-4bdd-b3f8-61bce266e3fc_normal.mp3
Rogue One Spoiler Special with Gareth Edwards,"After a couple of false starts, the Rogue One Spoiler Special is back – updated to include a small tribute to the late Carrie Fisher. Apologies for the delay.

More from the Empire Podcast: http://www.empireonline.com/tags/empire-podcast/",https://bauernordic-pods.sharp-stream.com/gb/1206/rogue_one_spoiler_special_with_g_3c65624d-d542-4171-a64a-bce95de4f6be_normal.mp3
Doctor Strange Spoiler Special with Scott Derrickson,"We portal into the Spoiler Dimension for a spoilerific chat with Doctor Strange director Scott Derrickson, and three of Empire's biggest Marvel nerds discuss the MCU's latest in depth.

More from the Empire Podcast: http://www.empireonline.com/tags/empire-podcast/",https://bauernordic-pods.sharp-stream.com/gb/1206/doctor_strange_spoiler_special_w_a04703a8-b319-4f97-9c81-f28256d2d729_normal.mp3
Suicide Squad Spoiler Special with David Ayer,Suicide Squad director David Ayer joins us for a spoiler-filled chat that gets right to the core of DC's latest movie offering. (CONTAINS SKWAD SPOILERS. OBVIOUSLY.),https://bauernordic-pods.sharp-stream.com/gb/1206/suicide_squad_spoiler_special_wi_e234a77c-6643-4499-910c-d2eb808cb28c_normal.mp3
Star Trek Beyond Spoiler Special with Justin Lin and Simon Pegg,"Star Trek Beyond's director Justin Lin and co-writer/co-star Simon Pegg join us for a spoiler-filled special that's actually longer than the film itself. Warp speed, Mr. Sulu!",https://bauernordic-pods.sharp-stream.com/gb/1206/star_trek_beyond_spoiler_special_500b8bd2-2a19-4a1a-9376-9c241a0d746d_normal.mp3
Ghostbusters Spoiler Special with Paul Feig,We ain't afraid of no ghosts! Nor are we afraid of no internet trolling! Paul Feig joins us for a spoilerific chat on the new Ghostbusters reboot – be sure you've seen the film before listening.,https://bauernordic-pods.sharp-stream.com/gb/1206/ghostbusters_spoiler_special_wit_8c5ba2bc-fdc0-45b6-9c0f-5113162dc7ae_normal.mp3
"X-Men: Apocalypse Spoiler Special with Bryan Singer, Simon Kinberg","Director Bryan Singer and writer/producer Simon Kinberg join us for an epic, spoilerific chat that delves deep into the secrets of X-Men: Apocalypse. CONTAINS SPOILERS. (Obviously.)",https://bauernordic-pods.sharp-stream.com/gb/1206/x_men_apocalypse_spoiler_special_660a9f03-e1c6-4932-b85f-3bbca78581b1_normal.mp3
"Captain America: Civil War Spoiler Special with Joe & Anthony Russo, Kevin Feige","An epic, two-hour, spoilerific discussion of Marvel's latest superhero dust-up, with Marvel boss Kevin Feige, and Civil War directing team Joe & Anthony Russo. CONTAINS SPOILERS.",https://bauernordic-pods.sharp-stream.com/gb/1206/captain_america_civil_war_spoile_281623ce-1629-463f-8a69-28c9b0b4ea62_normal.mp3
"Daredevil Season 2 Spoiler Special with Charlie Cox, Elodie Yung",We welcome Daredevil and Elektra into the pod booth for a spoilerific chat about all things Season 2. (There are multiple and frequent spoilers throughout.),https://bauernordic-pods.sharp-stream.com/gb/1206/daredevil_season_2_spoiler_speci_e537c86f-f037-4bad-a63a-03cebe54c0b3_normal.mp3
"Batman v Superman Spoiler Special with Zack Snyder, Charles Roven, Deborah Snyder","Our bumper spoiler-filled Batman v Superman special features interviews with director Zack Snyder and producers Charles Roven and Deborah Snyder, plus a spoiler-filled discussion of the film in forensic detail. SPOILER ALERT: THERE ARE SPOILERS.
",https://bauernordic-pods.sharp-stream.com/gb/1206/batman_v_superman_spoiler_specia_46c94724-ab23-467f-a584-35477c6de11a_normal.mp3
Deadpool Spoiler Special with Ryan Reynolds,"Our most R-rated podcast ever welcomes Ryan Reynolds into the pod booth for a spoilerfic chat about his anti-superhero Deadpool, and we discuss the film in depth. Reminder: make sure you've seen Deadpool before listening. SPOILERS herein...",https://bauernordic-pods.sharp-stream.com/gb/1206/deadpool_spoiler_special_with_ry_3fb2bf8a-3423-4a09-bd00-e61ec37f9795_normal.mp3
Star Wars: The Force Awakens Spoiler Special with Lawrence Kasdan,"As Episode VII rolls into a galaxy near you, we invite its co-writer Lawrence Kasdan into the pod booth, and discuss the new film in heavy spoilerific detail. WARNING: this podcast contains Star Wars spoilers! (Obviously!)",https://bauernordic-pods.sharp-stream.com/gb/1206/star_wars_the_force_awakens_spoi_0ec52996-eae5-49f7-8244-cab479115f6c_normal.mp3
Spectre Spoiler Special with Sam Mendes,"For our Spectre Spoiler Special, Sam Mendes drops by the pod-booth; and four of Empire's biggest Bond nerds don tuxedos for a spoilerific chat on 007's 24th adventure.",https://bauernordic-pods.sharp-stream.com/gb/1206/spectre_spoiler_special_sam_mend_be0e0b0a-ee7b-4dc6-b90f-ca148d122f27_normal.mp3
Mad Max: Fury Road Spoiler Special ft. George Miller,"Not many directors can mix heart-warming family fare and apocalyptic road rage with effortless ease. But then George Miller isn’t one for convention. Desperate to know what awaits Furiosa at the Citadel? Will the Doof Warrior live to play another day? Luckily for you, Mr. Miller popped by for a thorough examination of one of 2015’s very best, Mad Max: Fury Road.",https://bauernordic-pods.sharp-stream.com/gb/1206/mad_max_fury_road_spoiler_specia_2bf5d88f-d0a2-4012-9e50-1b7a98e8ce2d_normal.mp3
Ant-Man Spoiler Podcast with Peyton Reed,"Whether you loved Paul Rudd's take on Marvel's miniature superhero or thought its third act was a bit of an, ahem, anticlimax, you've got to listen to this Empire Podcast spoiler special in honour of Ant-Man. That is, if you've already watched the film. If you haven't, you better get to your nearest cinema. Waste, otherwise.",https://bauernordic-pods.sharp-stream.com/gb/1206/ant_man_spoiler_podcast_peyton_r_ee477b22-fad2-4dbd-9611-47d67c1e58a8_normal.mp3
Jurassic World Spoiler Podcast with Colin Trevorrow,"The director of the indomitable Jurassic World, Colin Trevorrow, stopped by the Empire Podcast booth recently to spill some T-Rex-sized beans about the box office record-breaking blockbuster, and here is the fascinating result. Topped up with near an hour minutes of in-depth discussion from the podcast team, if you've already seen the movie, the following 90 minutes are not to be missed.",https://bauernordic-pods.sharp-stream.com/gb/1206/jurassic_world_spoiler_podcast_c_a71c141a-d354-450c-9495-64ce63710bdd_normal.mp3
Tomorrowland Spoiler Podcast with Brad Bird Damon Lindelof,"Dare you unearth the secrets of Tomorrowland? If you're reading this, and you've seen Tomorrowland, chances are you do indeed dare. So for interviews with the director, Brad Bird, and his co-writer, Damon Lindelof, as well as half an hour's chat from the Empire Podcast team on just what happened in the land of tomorrow, click play straight away.",https://bauernordic-pods.sharp-stream.com/gb/1206/tomorrowland_spoiler_podcast_bra_1263f9b7-db9a-4a55-98e1-6c47db9e25c1_normal.mp3
Avengers: Age Of Ultron Spoiler Podcast with Joss Whedon And Paul Bettany,"The long-awaited Empire Podcast spoiler special for Marvel's Avengers: Age Of Ultron features an hour's worth of detailed discussion from the podcast team, as well as a frank, funny and very informative 30-minute interview with writer-director Joss Whedon, on top of a quicker five-minute chat with The Vision himself, Paul Bettany, who talks about... well, you'll see. Or, rather, hear.",https://bauernordic-pods.sharp-stream.com/gb/1206/avengers_age_of_ultron_spoiler_p_1449119c-d8ed-4ee9-bf60-ba3a4c79037c_normal.mp3
Daredevil Season 1 Spoiler Podcast - Charlie Cox,"If you've seen all 13 episodes of the first season of Netflix / Marvel's Daredevil, you'll want to talk about all 13 episodes of the first season of Netflix / Marvel's Daredevil. You'd probably also like to speak to the star of the show, Charlie Cox, which is were this particular Empire Podcast comes in. With an interview with Daredevil himself and an in-depth discussion of the show from the regular Empire team, this is your one-stop audio shop for all things DD. ",https://bauernordic-pods.sharp-stream.com/gb/1206/daredevil_season_1_spoiler_podca_a29d40f2-190f-4b6a-bedf-b7017eabc030_normal.mp3
Matthew Vaughn Kingsman The Secret Service Spoiler Special,"Kingsman: The Secret Service shot to the number one spot in the UK box office, and now Empire's Kingsman: The Secret Service spoiler special is shooting to the number one spot of your podcast feed. Awaiting you is a joyfully frank 40 minute interview with the director and writer of the film, with all sorts of spoilerific detail in store, as well as titbits on his other projects, from Stardust to Snatch. ",https://bauernordic-pods.sharp-stream.com/gb/1206/matthew_vaughn_kingsman_the_secr_b7d0e138-3adb-4997-aff3-9ffcb7ac24c1_normal.mp3
The Hobbit The Battle Of The Five Armies Spoiler Special #2 with Richard Armitage,"The final chapter of The Hobbit is finally here, and with it not one but two Empire Podcast spoiler specials, this second part features Thorin Oakenshield himself, Mr Richard Armitage.",https://bauernordic-pods.sharp-stream.com/gb/1206/the_hobbit_the_battle_of_the_fiv_399a1d2a-871b-4c87-9ce3-3e61489e655b_normal.mp3
The Hobbit The Battle Of The Five Armies Spoiler Special #1 with Philippa Boyens,"The final chapter of The Hobbit is finally here, and with it not one but two Empire Podcast spoiler specials, the first being this particular slice of fried audio gold, featuring a lengthy interview with the co-writer and producer of not only the Hobbit trilogy, but The Lord Of The Rings as well. So if you've read the book / watched the film, click play and regret nothing.",https://bauernordic-pods.sharp-stream.com/gb/1206/the_hobbit_the_battle_of_the_fiv_8ba2f92a-6c81-455b-9ff3-f1528826f3e1_normal.mp3
The Hunger Games Mockingjay Part 1 Spoiler Special with Francis Lawrence,"Team Empire opens up the secret box of secret secrets contained within The Hunger Games: Mockingjay Part 1, helped in part by its director, Francis Lawrence, and the book it was based on, by Suzanne Collins.",https://bauernordic-pods.sharp-stream.com/gb/1206/the_hunger_games_mockingjay_part_556f41fb-10fd-4b74-9a31-3d3738f81532_normal.mp3
Interstellar Spoiler Podcast - Christopher Nolan with Jessica Chastain,"Come with us now on a journey through time and space to the world of Empire's Interstellar spoiler podcast, featuring interviews with director Christopher Nolan and star Jessica Chastain, and about an hour of scientific waffle with the team.",https://bauernordic-pods.sharp-stream.com/gb/1206/interstellar_spoiler_podcast_chr_24f5006b-456d-4f7a-ba0c-36ac32055646_normal.mp3
Gone Girl Spoiler Podcast with David Fincher,"Gone Girl is one of those films that demands immediate discussion, ideally with the director behind it, David Fincher. This is where the Empire Podcast steps in, with Fincher himself offering up 20 minutes of his time to talk about his latest film, accompanied by 40-odd minutes of our own entirely spoiler-filled analysis of just what happened between Amy and Nick.",https://bauernordic-pods.sharp-stream.com/gb/1206/gone_girl_spoiler_podcast_david__a78a65c3-cef1-4a85-a570-5ba3d4491560_normal.mp3
Guardians Of The Galaxy Spoiler Podcast with James Gunn,"Originally heralded as a long-shot risk from Marvel Studios, Guardians Of The Galaxy has now become a huge hit in its own right, breaking August box office records and making thousands of kids reconsider what they believe to be their favourite film. Talking to the writer-director behind it all, James Gunn, we find out more about how it was made, and in our hour-long discussion afterwards, get into the nitty-gritty of what makes the weird and wonderful space comedy-opera work...",https://bauernordic-pods.sharp-stream.com/gb/1206/guardians_of_the_galaxy_spoiler__4d24e96f-4e07-4f5a-922a-d8d33adf7b99_normal.mp3
Dawn Of The Planet Of The Apes Spoiler Special with Matt Reeves,"First there was Rise and now there is Dawn. In the future, there will be war - though it's not clear if the title of the film that tells that story will actually be called War Of The Planet Of The Apes. We've got our fingers crossed, anyway. Speaking to the director of the sequel, Matt Reeves, the Empire Podcast team get the inside scoop on the making of the film, then spend a good hour talking through the ins-and-outs of it all, from the CGI to the final shot. Banana jokes are kept to an absolute minimum. Promise.",https://bauernordic-pods.sharp-stream.com/gb/1206/dawn_of_the_planet_of_the_apes_s_52e6f12c-db07-49f1-9fde-e35fa6e8f82c_normal.mp3
X-Men: Days Of Future Past Spoiler Special with Simon Kinberg,"With its fragmented timelines and complicated sci-fi-ery, X-Men: Days Of Future Past feels like the movie the Empire Podcast spoiler specials were made for. Prepare yourself for a happy couple of audio hours where your brain can come to terms with all that mutant mind-bending that occurred at your local multiplex.

Helping everyone untangle their noodles this time around is X-producer (and X-writer) Simon Kinberg, supplemented by an additional Q&A and at least an hour's worth of what-the-hell-happened waffle from the Empire Podcast team. Look forward to a detailed discussion of the credit sting, and what it means for the rest of the X-Men franchise.",https://bauernordic-pods.sharp-stream.com/gb/1206/x_men_days_of_future_past_spoile_588d247e-2419-4fa9-86da-8695022bb0ff_normal.mp3
Godzilla Spoiler Special with Gareth Edwards,"Judging by its opening weekend box office, chances are you've seen Godzilla. If you haven't, run for the hills - other metaphorical places to run to are available - because this is the spoiler podcast that lifts the lid on the radioactive film tin and talks in detail about Toho's finest. Featuring an illuminating interview with the man who made the movie, director Gareth Edwards, this is a must-listen for anyone curious about the return of the King Of The Monsters.",https://bauernordic-pods.sharp-stream.com/gb/1206/godzilla_spoiler_special_gareth__42f49de4-3629-4023-87b9-67dda0b45a2c_normal.mp3
"The Amazing Spider-Man 2 Spoiler Podcast with Marc Webb, Matt Tolmach, Avi Arad","The Amazing Spider-Man 2 may have come out in the UK a couple of weeks ago, but it's only hit the U.S. now. This is good for two reasons: American folk get to see it, and also our spoiler podcast is finally here. Featuring interviews from the two producers, Matt Tolmach and Avi Arad, as well as the director himself, Marc Webb, on top of an hour's worth of discussion from Team Empire - let's face it, there's a lot to talk about - it's a bumper-sized download, and one every Spidey fan should listen to as soon as possible...",https://bauernordic-pods.sharp-stream.com/gb/1206/the_amazing_spider_man_2_spoiler_a71c2531-5d76-430c-93df-05456b2e8e6a_normal.mp3
Captain America: The Winter Soldier Spoiler Podcast with Joe And Anthony Russo,"If you've seen Captain America: The Winter Soldier, stop reading this and press play. If you've not seen Captain America: The Winter Soldier, move along, nothing to see here. Aside from the fact that we spoke to the directors of the Marvel sequel, Joe and Anthony Russo, so once you HAVE seen the film, be sure to come back here as soon as possible.",https://bauernordic-pods.sharp-stream.com/gb/1206/captain_america_the_winter_soldi_9ebc462f-0cfc-4654-9830-88797e6425ef_normal.mp3
Sherlock Series 3 Spoiler Special with Mark Gatiss And Steven Moffat,"After a two-year absence Sherlock Series 3 came and went in just two weeks, delivering approximately 221 twists, several psychopaths and even a few new interpretations of the theme tune. In this extended interview with the creators / writers / showrunners behind it all, Steven Moffat and Mark Gatiss, you'll find out how they all made it happen, what didn't make the cut and more details on Charles Augustus Magnussen's antisocial antics.",https://bauernordic-pods.sharp-stream.com/gb/1206/sherlock_series_3_spoiler_specia_b6a23a35-9ac9-4d4b-9be8-26b290c3d918_normal.mp3
The Hobbit: The Desolation Of Smaug ft. Martin Freeman and James Nesbitt,"There are many charming people in The Hobbit: The Desolation Of Smaug, but two of the most charming - Martin Freeman and James Nesbitt - dropped by the Empire Podcast to speak in spoiler-filled detail about the Middle-earth middle movie, and you can hear their thoughts on unsinkable barrels, New Zealand slang and meeting Ian Holm in the podcast below. Then there is a good 50 minutes of discussion about the film in general, with the infamous eagles only getting the one mention. Okay, maybe more than one...",https://bauernordic-pods.sharp-stream.com/gb/1206/the_hobbit_the_desolation_of_sma_2476b46d-820f-444f-a97c-4b3bf0b944ad_normal.mp3
"Thor: The Dark World Spoiler Special with Tom Hiddleston, Kevin Feige, Alan Taylor","Thor: The Dark World has finally arrived in US cinemas, so now we can unleash the full force of our magnificent Thor: The Dark World spoiler special. Featuring spoiler-filled interview snippets from Loki himself, Tom Hiddleston, as well as Marvel head honcho Kevin Feige and the director, Alan Taylor, it's an hour and a half of dissection and discussion that you won't want to miss - as long as you've watched the film already, of course.",https://bauernordic-pods.sharp-stream.com/gb/1206/thor_the_dark_world_spoiler_spec_e75c0a9a-70b0-4ed1-9a3c-c24811b69320_normal.mp3
Breaking Bad Finale Spoiler Special,"It's all over - you can breathe again. In and out, in and out, that's it... Now the dust is finally starting to settle, you can fully come to terms with the end of Breaking Bad with our very special spoiler podcast, which features an in-depth discussion of the 'Felina' episode as well as the final season as a whole. And if you want more detail on previous seasons, be sure to check out our other Breaking Bad spoiler special, which boasts the dulcet tones of Bryan Cranston himself. ",https://bauernordic-pods.sharp-stream.com/gb/1206/breaking_bad_finale_spoiler_spec_0990cd02-b24b-4130-bf3a-eac5c2dc540d_normal.mp3
"The World's End Spoiler Special with Edgar Wright, Simon Pegg, Nick Frost","The last lick of the Cornetto trilogy, The World's End, has finally arrived in US cinemas, which heralds the arrival of another Empire Spoiler Special Podcast, where the team talk through their favourite moments from the film in spoilerific detail, all capped off with an in-depth 20-minute interview with Edgar Wright, Simon Pegg and Nick Frost themselves. How's that for a slice of fried gold?",https://bauernordic-pods.sharp-stream.com/gb/1206/the_world_s_end_spoiler_special__3793e839-408d-4002-bca9-972d9ef58527_normal.mp3
"Man Of Steel Spoiler Special with Zack Snyder, David S. Goyer","Fancy nearly an hour of Empire Podcast chat about the latest Superman movie, Man Of Steel, followed by half an hour's worth of immensely interesting details from the film's director (Zack Snyder) and writer/producer (David S. Goyer)? Sure you do, and happily enough, that's exactly what we've got for you here. Be warned though: this podcast contains high levels of DC nerdiness, which is Kryptonite for certain Marvel fans. Now you know.",https://bauernordic-pods.sharp-stream.com/gb/1206/man_of_steel_spoiler_special_zac_ec0b91ea-582f-4681-8224-f71cf74c519a_normal.mp3
"Star Trek Into Darkness Spoiler Special #2 with Damon Lindelof, Bryan Burk, Roberto Orci, Alex Kurtzman","Empire's first Star Trek Into Darkness spoiler special saw four of the podcast team dissecting the heck of out J.J. Abrams' space sequel for nearly an hour. This time around, it's interview time, and in the hot seat(s) are the writing/producing team of Damon Lindelof, Bryan Burk, Roberto Orci, Alex Kurtzman, who reveal some very interesting details about You Know Who, including whether we'll see him again and when he first came up in the writers' room. Also, it turns out Damon Lindelof's mum listens to the podcast. Hello Mrs. Lindelof!",https://bauernordic-pods.sharp-stream.com/gb/1206/star_trek_into_darkness_spoiler__3802c29a-5464-462a-954b-edcabbdea08e_normal.mp3
Star Trek Into Darkness Spoiler Special #1,"Just watched Star Trek Into Darkness? Want to talk about Star Trek Into Darkness? Aren't able to talk about Star Trek Into Darkness due to people you know not having seen Star Trek Into Darkness yet? You're about to listen to the right spoiler podcast. This is the first of two spoiler podcasts - the second of which features writers/producers Damon Lindelof, Alex Kurtzman, Roberto Orci and Bryan Burk going full spoiler - so be sure to look out for that one at the end of the month...",https://bauernordic-pods.sharp-stream.com/gb/1206/star_trek_into_darkness_spoiler__d280a760-da69-44b1-94ba-31f569b76879_normal.mp3
Iron Man 3 Spoiler Podcast with Shane Black And Drew Pearce,"Iron Man 3 director Shane Black and his co-writer Drew Pearce were kind enough to spend 25 minutes or so talking to us about their twist-filled Marvel outing recently, and here - alongside a 45-odd minute spoiler-filled discussion from Team Empire - is the result, a fascinating insight into what almost made the cut and how *that* plot point came about. 

Needless to say, many,many,many spoilers are contained within, so be sure to watch Iron Man 3 before you listen to this.",https://bauernordic-pods.sharp-stream.com/gb/1206/iron_man_3_spoiler_podcast_shane_4759bc6e-642a-4053-a913-4845731475b3_normal.mp3
Hobbit Spoiler Podcast #2,"Team Empire gather together to tackle a film that has produced approximately three decade's worth of devisive pub chat since its release last week, Peter Jackson's The Hobbit: An Unexpected Journey. So if you've watched the film and are keen to dissect it more, have a listen to this little lot, but not until you've wrapped your ears around our previous Hobbit spoiler special with Philippa Boyens. ",https://bauernordic-pods.sharp-stream.com/gb/1206/hobbit_spoiler_podcast_2_e54a2ec9-a74a-4781-bb5d-b33ec485a6d2_normal.mp3
The Hobbit: An Unexpected Journey Spoiler Special #1 ft. Philippa Boyens,"Philippa Boyens is the writer and producer behind The Lord of the Rings trilogy, as well as King Kong, The Lovely Bones, and all three of The Hobbits, working alongside Jackson and Fran Walsh throughout. While she was here in London promoting the first installment of the Hobbit trilogy, Boyens stopped by Empire's podcast studio to talk us through some key moments of how they made the film - though as you may have guessed, it's chock full of spoilers, so be sure to listen to this only after you've watched the film...",https://bauernordic-pods.sharp-stream.com/gb/1206/hobbit_spoiler_podcast_1_philipp_0a999937-2560-4a7e-9b2e-f7cf493453e8_normal.mp3
Skyfall Spoiler Special #2 with Neal Purvis And Robert Wade,"Neal Purvis and Robert Wade have been EON's in-house scriptwriters for the past five Bond movies, from 1999's The World Is Not Enough (with Bruce Feirstein) to 2012's Skyfall (with John Logan). With their tenure as Bond's pensmiths now at an end - Logan is set to write the next two Craig films alone - they dropped by the Empire podcast studio to reveal some amazing spoilery secrets about getting 007 on screen in honour of Bond 23's arrival in cinemas over in the US.",https://bauernordic-pods.sharp-stream.com/gb/1206/skyfall_writers_spoiler_podcast__80c9f184-a106-45bd-8706-39d7cd7f981a_normal.mp3
Breaking Bad Spoiler Special with Bryan Cranston,"Heralded by critics as one of the best TV shows ever made, AMC's Breaking Bad has been awarded seven Emmys and now, in its most prestigious moment yet, its very own Empire Podcast Special. Kicking things off with an in-depth first four season-spanning interview with Bryan Cranston himself - followed by a waffle-filled discussion from Team Empire - it's definitely for Breaking Bad fans' ears only, especially once we start talking about the first half the fifth and final season, now available on Netflix UK.",https://bauernordic-pods.sharp-stream.com/gb/1206/bryan_cranston_breaking_bad_spoi_26f0a111-9e08-42d8-b255-608053fa1577_normal.mp3
Skyfall Spoiler Podcast,"Seen Skyfall? Loved Skyfall? Have many questions about Skyfall and would like to hear four Empire writers talking about Skyfall? Then this is the spoiler podcast for you, a no-holds-barred discussion of everything and anything to do with 007's 23rd official outing, including SPOILER and, of course, SPOILER.",https://bauernordic-pods.sharp-stream.com/gb/1206/skyfall_spoiler_podcast_876b0f3a-6a57-4785-896d-1afd67252b30_normal.mp3
The Dark Knight Rises,"The Dark Knight Rises has finally arrived in cinemas, and with it a huge number of questions - questions that we here at Empire have attempted to answer here in our special spoiler podcast. So prepare your Bane impressions and get ready for 40 minutes of plot points, plot holes and general Batman-related movie chat.",https://bauernordic-pods.sharp-stream.com/gb/1206/dark_knight_rises_spoiler_podcas_6e54a44f-9d97-441c-bc2c-b2aedf10e3c3_normal.mp3
The Amazing Spider-Man ft. Avi Arad & Matt Tolmach,"With The Amazing Spider-Man out in cinemas and Avi Arad and Matt Tolmach in our podbooth, it seemed a sensible idea to interview the two Spider-producers about the film in a highly spoilerific fashion so that everyone who's watched the movie can find out more about how it all happened. Then, of course, we had a chat amongst ourselves afterwards, with the result being this, Empire's Amazing Spider-Man Spoiler Podcast. Enjoy!",https://bauernordic-pods.sharp-stream.com/gb/1206/amazing_spider_man_spoiler_podca_dde8cc8e-d628-4ce2-9861-b67178488d71_normal.mp3
The Avengers ft. Kevin Feige,"Watched The Avengers - or, if you're a Brit, Avengers Assemble - and wish you could find out more about it? Well then, it's about time you listened to this brief interview with Marvel Studio's big cheese himself, Kevin Feige. So if you're 100% sure you've watched The Avengers already, don't click anything else but play. That's an order, soldier.",https://bauernordic-pods.sharp-stream.com/gb/1206/empire_podcast_the_avengers_kevi_1e487484-e79a-4feb-acb8-8355e58a14f7_normal.mp3
The Cabin In The Woods Mini Spoiler Special ft. Drew Goddard,"Watched The Cabin In The Woods? Wish you could have talked to the director / co-writer afterward? Well, we can't offer you that, but we can offer you this special, eight minute or so mini-podcast with Drew Goddard, so as long as you've definitely, absolutely, 100% watched the film, then enjoy this exceptionally spoilery super special edition of the Empire Podcast.",https://bauernordic-pods.sharp-stream.com/gb/1206/empire_podcast_the_cabin_in_the__e04e0df4-2515-43c0-b3f9-b5d806476575_normal.mp3
